time,53.5325,54.5125,55.4925,56.4725,57.4525,58.4325,59.4125,60.3925,61.3725,62.3525,63.3325,64.3125,65.2925,66.2725,67.2525,68.2325,69.2125,70.1925,71.1725,72.1525,73.1325,74.1125,75.0925,76.0725,77.0525,78.0325,79.0125,79.9925,80.9725,81.9525,82.9325,83.9125,84.8925,85.8725,86.8525,87.8325,88.8125,89.7925
0.5,29.614974,31.173656,37.408388,40.525753,43.643119,46.760485,43.643119,56.112581,46.760485,48.319167,51.436533,51.436533,46.760485,43.643119,52.995216,51.436533,49.87785,48.319167,48.319167,48.319167,49.87785,42.084436,43.643119,48.319167,51.436533,43.643119,40.525753,45.201802,48.319167,43.643119,46.760485,51.436533,49.87785,42.084436,37.408388,40.525753,35.849705,29.614974
0.55,9.352097,17.145511,23.380242,21.821559,24.938925,26.497608,29.614974,31.173656,34.291022,38.96707,37.408388,40.525753,35.849705,43.643119,51.436533,51.436533,48.319167,42.084436,45.201802,43.643119,45.201802,43.643119,46.760485,48.319167,51.436533,54.553899,46.760485,35.849705,43.643119,43.643119,43.643119,46.760485,42.084436,35.849705,38.96707,38.96707,35.849705,34.291022
0.6,-9.352097,6.234731,-3.117366,-1.558683,7.793414,9.352097,14.028145,20.262877,23.380242,21.821559,28.056291,26.497608,24.938925,28.056291,31.173656,35.849705,35.849705,37.408388,35.849705,35.849705,38.96707,40.525753,32.732339,45.201802,43.643119,40.525753,42.084436,49.87785,51.436533,51.436533,51.436533,43.643119,40.525753,40.525753,43.643119,43.643119,49.87785,43.643119
0.65,-12.469463,-35.849705,-32.732339,-28.056291,-17.145511,-18.704194,-6.234731,-10.91078,0,7.793414,3.117366,9.352097,10.91078,14.028145,17.145511,21.821559,24.938925,23.380242,26.497608,28.056291,34.291022,28.056291,28.056291,32.732339,40.525753,38.96707,38.96707,37.408388,40.525753,43.643119,38.96707,35.849705,35.849705,42.084436,40.525753,43.643119,40.525753,43.643119
0.7,-3.117366,-24.938925,-48.319167,-43.643119,-32.732339,-31.173656,-29.614974,-17.145511,-20.262877,-12.469463,-9.352097,-4.676048,-1.558683,-3.117366,-4.676048,3.117366,3.117366,9.352097,15.586828,14.028145,21.821559,14.028145,21.821559,21.821559,21.821559,23.380242,24.938925,29.614974,26.497608,28.056291,28.056291,29.614974,35.849705,35.849705,37.408388,37.408388,35.849705,35.849705
0.75,-63.905996,-56.112581,-52.995216,-54.553899,-59.229947,-59.229947,-35.849705,-28.056291,-28.056291,-35.849705,-28.056291,-21.821559,-23.380242,-14.028145,-14.028145,-14.028145,-14.028145,-6.234731,-7.793414,-3.117366,6.234731,6.234731,7.793414,9.352097,7.793414,10.91078,14.028145,14.028145,14.028145,18.704194,20.262877,21.821559,23.380242,21.821559,23.380242,24.938925,24.938925,23.380242
0.8,-71.69941,-82.610189,-71.69941,-68.582044,-62.347313,-57.671264,-56.112581,-59.229947,-45.201802,-45.201802,-38.96707,-38.96707,-40.525753,-35.849705,-32.732339,-26.497608,-24.938925,-17.145511,-17.145511,-24.938925,-21.821559,-14.028145,-17.145511,-12.469463,-9.352097,-3.117366,4.676048,3.117366,7.793414,9.352097,9.352097,9.352097,9.352097,20.262877,14.028145,10.91078,12.469463,14.028145
0.85,-77.934141,-87.286238,-73.258092,-67.023361,-77.934141,-77.934141,-74.816775,-71.69941,-57.671264,-56.112581,-51.436533,-52.995216,-52.995216,-38.96707,-43.643119,-43.643119,-37.408388,-35.849705,-37.408388,-37.408388,-29.614974,-23.380242,-21.821559,-21.821559,-17.145511,-14.028145,-15.586828,-17.145511,-18.704194,-17.145511,-4.676048,-12.469463,-6.234731,-6.234731,1.558683,4.676048,6.234731,1.558683
0.9,-71.69941,-85.727555,-70.140727,-70.140727,-63.905996,-60.78863,-67.023361,-71.69941,-63.905996,-65.464678,-62.347313,-57.671264,-59.229947,-59.229947,-59.229947,-51.436533,-48.319167,-43.643119,-43.643119,-40.525753,-28.056291,-29.614974,-32.732339,-32.732339,-32.732339,-26.497608,-31.173656,-21.821559,-20.262877,-23.380242,-17.145511,-15.586828,-17.145511,-21.821559,-14.028145,-7.793414,-9.352097,-12.469463
0.95,-49.87785,-63.905996,-59.229947,-59.229947,-54.553899,-60.78863,-60.78863,-52.995216,-59.229947,-49.87785,-57.671264,-57.671264,-59.229947,-57.671264,-51.436533,-51.436533,-48.319167,-52.995216,-59.229947,-38.96707,-35.849705,-43.643119,-42.084436,-40.525753,-35.849705,-32.732339,-31.173656,-24.938925,-29.614974,-34.291022,-29.614974,-28.056291,-20.262877,-18.704194,-26.497608,-24.938925,-17.145511,-24.938925
1,-37.408388,-32.732339,-26.497608,-42.084436,-32.732339,-38.96707,-48.319167,-48.319167,-45.201802,-43.643119,-40.525753,-45.201802,-42.084436,-43.643119,-43.643119,-40.525753,-40.525753,-42.084436,-40.525753,-45.201802,-46.760485,-40.525753,-40.525753,-42.084436,-43.643119,-40.525753,-40.525753,-37.408388,-34.291022,-32.732339,-35.849705,-35.849705,-37.408388,-35.849705,-32.732339,-29.614974,-26.497608,-28.056291
1.05,-6.234731,-12.469463,-12.469463,-15.586828,-12.469463,-23.380242,-21.821559,-35.849705,-26.497608,-35.849705,-38.96707,-32.732339,-43.643119,-32.732339,-37.408388,-37.408388,-40.525753,-42.084436,-40.525753,-42.084436,-38.96707,-37.408388,-40.525753,-40.525753,-46.760485,-40.525753,-40.525753,-43.643119,-43.643119,-42.084436,-34.291022,-35.849705,-29.614974,-29.614974,-35.849705,-28.056291,-35.849705,-35.849705
1.1,9.352097,10.91078,14.028145,10.91078,24.938925,0,4.676048,-14.028145,-7.793414,-9.352097,-17.145511,-21.821559,-24.938925,-24.938925,-26.497608,-28.056291,-29.614974,-29.614974,-29.614974,-32.732339,-29.614974,-32.732339,-35.849705,-37.408388,-35.849705,-28.056291,-32.732339,-31.173656,-42.084436,-35.849705,-34.291022,-40.525753,-40.525753,-40.525753,-38.96707,-31.173656,-28.056291,-32.732339
1.15,38.96707,34.291022,31.173656,32.732339,28.056291,23.380242,9.352097,14.028145,7.793414,9.352097,1.558683,4.676048,-6.234731,-9.352097,-14.028145,-15.586828,-17.145511,-17.145511,-18.704194,-21.821559,-21.821559,-20.262877,-21.821559,-20.262877,-20.262877,-23.380242,-28.056291,-29.614974,-37.408388,-37.408388,-32.732339,-28.056291,-29.614974,-34.291022,-35.849705,-37.408388,-35.849705,-32.732339
1.2,54.553899,68.582044,67.023361,62.347313,46.760485,40.525753,40.525753,37.408388,26.497608,20.262877,21.821559,24.938925,17.145511,20.262877,6.234731,6.234731,3.117366,-6.234731,-6.234731,-4.676048,-1.558683,-6.234731,-10.91078,-14.028145,-15.586828,-15.586828,-18.704194,-15.586828,-15.586828,-17.145511,-21.821559,-20.262877,-21.821559,-26.497608,-23.380242,-24.938925,-21.821559,-21.821559
1.25,71.69941,82.610189,70.140727,63.905996,59.229947,54.553899,48.319167,46.760485,42.084436,32.732339,35.849705,35.849705,28.056291,21.821559,24.938925,21.821559,21.821559,21.821559,18.704194,17.145511,17.145511,10.91078,9.352097,3.117366,1.558683,-3.117366,-9.352097,-12.469463,-9.352097,-7.793414,-7.793414,-7.793414,-10.91078,-17.145511,-15.586828,-14.028145,-21.821559,-17.145511
1.3,82.610189,87.286238,73.258092,71.69941,62.347313,65.464678,63.905996,51.436533,56.112581,48.319167,48.319167,40.525753,40.525753,40.525753,38.96707,28.056291,28.056291,24.938925,18.704194,23.380242,24.938925,17.145511,17.145511,17.145511,18.704194,10.91078,7.793414,6.234731,6.234731,18.704194,15.586828,0,6.234731,-6.234731,-7.793414,-10.91078,-6.234731,-7.793414
1.35,73.258092,84.168872,85.727555,62.347313,70.140727,63.905996,67.023361,67.023361,59.229947,52.995216,51.436533,49.87785,56.112581,56.112581,51.436533,43.643119,43.643119,43.643119,34.291022,26.497608,26.497608,28.056291,34.291022,26.497608,20.262877,21.821559,17.145511,17.145511,24.938925,15.586828,14.028145,18.704194,14.028145,9.352097,9.352097,10.91078,20.262877,3.117366
1.4,49.87785,71.69941,71.69941,74.816775,57.671264,65.464678,67.023361,65.464678,59.229947,62.347313,67.023361,67.023361,63.905996,54.553899,56.112581,49.87785,40.525753,43.643119,45.201802,43.643119,48.319167,40.525753,40.525753,42.084436,35.849705,31.173656,35.849705,28.056291,29.614974,32.732339,23.380242,21.821559,20.262877,20.262877,21.821559,20.262877,18.704194,12.469463
1.45,38.96707,56.112581,51.436533,52.995216,56.112581,56.112581,57.671264,59.229947,52.995216,51.436533,54.553899,57.671264,56.112581,56.112581,63.905996,62.347313,52.995216,54.553899,51.436533,51.436533,49.87785,48.319167,45.201802,43.643119,43.643119,37.408388,32.732339,37.408388,43.643119,40.525753,34.291022,35.849705,34.291022,32.732339,34.291022,24.938925,21.821559,21.821559
1.5,35.849705,34.291022,37.408388,40.525753,43.643119,43.643119,43.643119,52.995216,57.671264,56.112581,51.436533,54.553899,59.229947,56.112581,51.436533,48.319167,52.995216,56.112581,59.229947,56.112581,56.112581,54.553899,45.201802,54.553899,52.995216,51.436533,42.084436,46.760485,43.643119,45.201802,45.201802,40.525753,32.732339,31.173656,35.849705,35.849705,35.849705,35.849705
1.55,10.91078,15.586828,26.497608,18.704194,20.262877,29.614974,32.732339,35.849705,35.849705,38.96707,42.084436,40.525753,40.525753,40.525753,43.643119,46.760485,51.436533,52.995216,51.436533,48.319167,43.643119,40.525753,48.319167,51.436533,54.553899,48.319167,48.319167,46.760485,48.319167,46.760485,37.408388,42.084436,42.084436,43.643119,46.760485,48.319167,48.319167,43.643119
1.6,-7.793414,-1.558683,-6.234731,-6.234731,10.91078,9.352097,12.469463,12.469463,17.145511,17.145511,24.938925,32.732339,32.732339,32.732339,31.173656,34.291022,31.173656,38.96707,38.96707,32.732339,35.849705,40.525753,42.084436,40.525753,40.525753,38.96707,42.084436,51.436533,51.436533,46.760485,48.319167,40.525753,37.408388,31.173656,37.408388,46.760485,43.643119,43.643119
1.65,-4.676048,-29.614974,-29.614974,-24.938925,-20.262877,-12.469463,-7.793414,-6.234731,6.234731,6.234731,14.028145,10.91078,14.028145,14.028145,20.262877,21.821559,18.704194,26.497608,28.056291,28.056291,29.614974,32.732339,31.173656,35.849705,38.96707,37.408388,37.408388,40.525753,35.849705,32.732339,37.408388,40.525753,42.084436,43.643119,42.084436,37.408388,37.408388,46.760485
1.7,-9.352097,-48.319167,-51.436533,-43.643119,-40.525753,-35.849705,-28.056291,-21.821559,-15.586828,-17.145511,-12.469463,-9.352097,-6.234731,1.558683,6.234731,7.793414,9.352097,10.91078,12.469463,17.145511,17.145511,17.145511,23.380242,21.821559,24.938925,24.938925,24.938925,29.614974,34.291022,35.849705,26.497608,32.732339,35.849705,35.849705,31.173656,32.732339,38.96707,37.408388
1.75,-56.112581,-70.140727,-54.553899,-52.995216,-52.995216,-51.436533,-37.408388,-43.643119,-43.643119,-31.173656,-32.732339,-32.732339,-17.145511,-23.380242,-21.821559,-10.91078,-9.352097,-9.352097,-7.793414,1.558683,3.117366,6.234731,6.234731,14.028145,10.91078,9.352097,14.028145,15.586828,20.262877,20.262877,20.262877,23.380242,20.262877,24.938925,24.938925,21.821559,24.938925,24.938925
1.8,-65.464678,-88.844921,-71.69941,-70.140727,-56.112581,-51.436533,-57.671264,-56.112581,-56.112581,-56.112581,-56.112581,-38.96707,-29.614974,-29.614974,-28.056291,-28.056291,-28.056291,-21.821559,-23.380242,-21.821559,-18.704194,-14.028145,-9.352097,-6.234731,-6.234731,-7.793414,1.558683,6.234731,9.352097,10.91078,6.234731,10.91078,12.469463,12.469463,14.028145,14.028145,17.145511,15.586828
1.85,-82.610189,-88.844921,-85.727555,-67.023361,-70.140727,-67.023361,-62.347313,-57.671264,-48.319167,-51.436533,-59.229947,-57.671264,-48.319167,-49.87785,-49.87785,-42.084436,-40.525753,-40.525753,-32.732339,-34.291022,-35.849705,-29.614974,-29.614974,-21.821559,-20.262877,-17.145511,-15.586828,-12.469463,-14.028145,-14.028145,-14.028145,-9.352097,-6.234731,-6.234731,1.558683,1.558683,9.352097,6.234731
1.9,-67.023361,-81.051507,-70.140727,-71.69941,-67.023361,-70.140727,-71.69941,-68.582044,-59.229947,-57.671264,-56.112581,-60.78863,-63.905996,-63.905996,-56.112581,-51.436533,-43.643119,-43.643119,-45.201802,-43.643119,-37.408388,-28.056291,-29.614974,-28.056291,-24.938925,-24.938925,-28.056291,-18.704194,-21.821559,-24.938925,-20.262877,-17.145511,-17.145511,-17.145511,-14.028145,-14.028145,-12.469463,-15.586828
1.95,-49.87785,-60.78863,-63.905996,-56.112581,-59.229947,-56.112581,-57.671264,-63.905996,-67.023361,-56.112581,-48.319167,-51.436533,-56.112581,-51.436533,-51.436533,-59.229947,-52.995216,-49.87785,-52.995216,-54.553899,-49.87785,-45.201802,-35.849705,-35.849705,-38.96707,-40.525753,-32.732339,-35.849705,-35.849705,-32.732339,-24.938925,-26.497608,-28.056291,-28.056291,-21.821559,-21.821559,-18.704194,-18.704194
2,-35.849705,-34.291022,-21.821559,-35.849705,-34.291022,-43.643119,-40.525753,-40.525753,-46.760485,-45.201802,-49.87785,-51.436533,-56.112581,-46.760485,-51.436533,-46.760485,-57.671264,-51.436533,-46.760485,-40.525753,-35.849705,-49.87785,-43.643119,-40.525753,-35.849705,-34.291022,-34.291022,-32.732339,-32.732339,-34.291022,-35.849705,-34.291022,-28.056291,-28.056291,-35.849705,-28.056291,-28.056291,-28.056291
2.05,-4.676048,-6.234731,-10.91078,-14.028145,-20.262877,-28.056291,-9.352097,-28.056291,-29.614974,-32.732339,-35.849705,-38.96707,-40.525753,-37.408388,-35.849705,-35.849705,-38.96707,-42.084436,-40.525753,-43.643119,-46.760485,-43.643119,-43.643119,-40.525753,-38.96707,-40.525753,-42.084436,-32.732339,-34.291022,-40.525753,-40.525753,-42.084436,-40.525753,-37.408388,-32.732339,-29.614974,-34.291022,-32.732339
2.1,9.352097,12.469463,10.91078,10.91078,17.145511,-3.117366,-6.234731,-7.793414,-14.028145,-18.704194,-18.704194,-17.145511,-23.380242,-23.380242,-28.056291,-34.291022,-28.056291,-28.056291,-32.732339,-31.173656,-32.732339,-32.732339,-32.732339,-37.408388,-40.525753,-40.525753,-38.96707,-38.96707,-35.849705,-32.732339,-37.408388,-45.201802,-48.319167,-40.525753,-40.525753,-40.525753,-40.525753,-37.408388
2.15,35.849705,37.408388,32.732339,37.408388,23.380242,17.145511,9.352097,9.352097,4.676048,17.145511,-4.676048,-9.352097,-7.793414,-9.352097,-12.469463,-14.028145,-17.145511,-23.380242,-21.821559,-23.380242,-21.821559,-21.821559,-23.380242,-24.938925,-26.497608,-31.173656,-31.173656,-28.056291,-29.614974,-26.497608,-28.056291,-34.291022,-34.291022,-32.732339,-32.732339,-31.173656,-34.291022,-35.849705
2.2,51.436533,68.582044,63.905996,56.112581,51.436533,32.732339,35.849705,28.056291,21.821559,21.821559,14.028145,10.91078,12.469463,9.352097,9.352097,23.380242,0,-4.676048,-6.234731,-6.234731,-14.028145,-12.469463,-12.469463,-14.028145,-17.145511,-15.586828,-17.145511,-18.704194,-21.821559,-21.821559,-24.938925,-24.938925,-24.938925,-24.938925,-28.056291,-21.821559,-21.821559,-24.938925
2.25,71.69941,74.816775,74.816775,71.69941,67.023361,48.319167,51.436533,42.084436,43.643119,43.643119,35.849705,29.614974,24.938925,17.145511,17.145511,17.145511,14.028145,14.028145,12.469463,14.028145,7.793414,9.352097,6.234731,1.558683,1.558683,-6.234731,-6.234731,-6.234731,-18.704194,-9.352097,-12.469463,-14.028145,-14.028145,-17.145511,-9.352097,-9.352097,-17.145511,-21.821559
2.3,84.168872,91.962286,76.375458,79.492824,67.023361,59.229947,63.905996,48.319167,48.319167,42.084436,34.291022,43.643119,43.643119,42.084436,43.643119,35.849705,32.732339,28.056291,18.704194,17.145511,17.145511,14.028145,17.145511,21.821559,20.262877,10.91078,9.352097,10.91078,7.793414,6.234731,9.352097,1.558683,3.117366,0,-4.676048,-4.676048,-7.793414,-10.91078
2.35,76.375458,85.727555,67.023361,71.69941,68.582044,63.905996,67.023361,65.464678,56.112581,49.87785,51.436533,59.229947,49.87785,49.87785,48.319167,45.201802,43.643119,35.849705,31.173656,34.291022,38.96707,28.056291,23.380242,21.821559,21.821559,24.938925,20.262877,21.821559,15.586828,14.028145,17.145511,14.028145,17.145511,20.262877,7.793414,6.234731,4.676048,1.558683
2.4,49.87785,74.816775,70.140727,71.69941,63.905996,62.347313,62.347313,56.112581,54.553899,62.347313,65.464678,59.229947,56.112581,49.87785,45.201802,54.553899,46.760485,43.643119,46.760485,40.525753,35.849705,34.291022,34.291022,34.291022,43.643119,37.408388,35.849705,35.849705,35.849705,34.291022,24.938925,21.821559,21.821559,17.145511,20.262877,17.145511,15.586828,14.028145
2.45,34.291022,56.112581,56.112581,57.671264,52.995216,52.995216,52.995216,56.112581,59.229947,52.995216,52.995216,49.87785,49.87785,49.87785,51.436533,48.319167,46.760485,51.436533,40.525753,49.87785,48.319167,48.319167,48.319167,48.319167,35.849705,37.408388,40.525753,38.96707,35.849705,35.849705,28.056291,32.732339,32.732339,32.732339,29.614974,23.380242,21.821559,24.938925
2.5,29.614974,32.732339,35.849705,45.201802,48.319167,54.553899,45.201802,48.319167,48.319167,52.995216,52.995216,46.760485,48.319167,48.319167,48.319167,46.760485,48.319167,52.995216,51.436533,48.319167,51.436533,48.319167,51.436533,49.87785,51.436533,45.201802,40.525753,40.525753,40.525753,42.084436,38.96707,42.084436,43.643119,43.643119,34.291022,28.056291,31.173656,32.732339
2.55,10.91078,14.028145,24.938925,24.938925,24.938925,24.938925,29.614974,32.732339,35.849705,37.408388,40.525753,52.995216,45.201802,45.201802,46.760485,45.201802,43.643119,48.319167,48.319167,51.436533,51.436533,48.319167,46.760485,40.525753,42.084436,40.525753,46.760485,51.436533,51.436533,43.643119,43.643119,51.436533,49.87785,46.760485,43.643119,37.408388,38.96707,38.96707
2.6,-12.469463,-1.558683,-3.117366,-12.469463,7.793414,14.028145,14.028145,17.145511,20.262877,21.821559,23.380242,21.821559,24.938925,28.056291,32.732339,32.732339,38.96707,43.643119,43.643119,38.96707,40.525753,43.643119,35.849705,43.643119,42.084436,40.525753,42.084436,42.084436,46.760485,45.201802,43.643119,45.201802,51.436533,46.760485,48.319167,46.760485,43.643119,40.525753
2.65,-1.558683,-23.380242,-24.938925,-21.821559,-17.145511,-7.793414,-7.793414,1.558683,6.234731,9.352097,9.352097,14.028145,14.028145,10.91078,18.704194,21.821559,21.821559,24.938925,21.821559,24.938925,23.380242,35.849705,37.408388,32.732339,29.614974,31.173656,34.291022,37.408388,38.96707,37.408388,40.525753,43.643119,40.525753,35.849705,37.408388,40.525753,38.96707,37.408388
2.7,-14.028145,-45.201802,-45.201802,-40.525753,-40.525753,-35.849705,-29.614974,-24.938925,-14.028145,-12.469463,-17.145511,-17.145511,-6.234731,-6.234731,6.234731,6.234731,10.91078,14.028145,14.028145,14.028145,14.028145,17.145511,17.145511,18.704194,24.938925,24.938925,26.497608,28.056291,29.614974,29.614974,31.173656,31.173656,32.732339,32.732339,32.732339,32.732339,32.732339,34.291022
2.75,-45.201802,-71.69941,-57.671264,-52.995216,-51.436533,-52.995216,-49.87785,-40.525753,-37.408388,-42.084436,-35.849705,-29.614974,-21.821559,-18.704194,-14.028145,-14.028145,-9.352097,-9.352097,-10.91078,-9.352097,-6.234731,6.234731,6.234731,1.558683,12.469463,9.352097,17.145511,14.028145,18.704194,15.586828,17.145511,23.380242,24.938925,24.938925,23.380242,21.821559,26.497608,24.938925
2.8,-81.051507,-82.610189,-81.051507,-76.375458,-73.258092,-56.112581,-51.436533,-51.436533,-52.995216,-43.643119,-35.849705,-34.291022,-35.849705,-34.291022,-24.938925,-28.056291,-24.938925,-18.704194,-17.145511,-17.145511,-14.028145,-9.352097,-7.793414,-6.234731,-1.558683,-3.117366,1.558683,0,4.676048,7.793414,9.352097,9.352097,10.91078,12.469463,17.145511,14.028145,17.145511,18.704194
2.85,-79.492824,-85.727555,-82.610189,-77.934141,-77.934141,-71.69941,-65.464678,-59.229947,-56.112581,-56.112581,-51.436533,-49.87785,-51.436533,-46.760485,-38.96707,-42.084436,-40.525753,-37.408388,-37.408388,-35.849705,-32.732339,-26.497608,-24.938925,-23.380242,-20.262877,-21.821559,-17.145511,-12.469463,-28.056291,-10.91078,-4.676048,-6.234731,-1.558683,-1.558683,1.558683,6.234731,4.676048,7.793414
2.9,-60.78863,-77.934141,-77.934141,-70.140727,-71.69941,-67.023361,-65.464678,-60.78863,-59.229947,-59.229947,-59.229947,-56.112581,-48.319167,-52.995216,-56.112581,-48.319167,-46.760485,-40.525753,-40.525753,-35.849705,-37.408388,-32.732339,-43.643119,-28.056291,-24.938925,-26.497608,-24.938925,-20.262877,-20.262877,-21.821559,-28.056291,-20.262877,-21.821559,-10.91078,-14.028145,-17.145511,-17.145511,-10.91078
2.95,-46.760485,-62.347313,-57.671264,-49.87785,-51.436533,-49.87785,-51.436533,-62.347313,-62.347313,-59.229947,-57.671264,-51.436533,-57.671264,-60.78863,-56.112581,-56.112581,-52.995216,-52.995216,-51.436533,-42.084436,-38.96707,-43.643119,-45.201802,-37.408388,-42.084436,-37.408388,-38.96707,-32.732339,-31.173656,-31.173656,-29.614974,-29.614974,-32.732339,-24.938925,-14.028145,-20.262877,-23.380242,-18.704194
3,-35.849705,-32.732339,-35.849705,-38.96707,-34.291022,-40.525753,-43.643119,-46.760485,-54.553899,-57.671264,-51.436533,-48.319167,-48.319167,-56.112581,-46.760485,-52.995216,-49.87785,-51.436533,-48.319167,-46.760485,-49.87785,-49.87785,-48.319167,-42.084436,-46.760485,-43.643119,-40.525753,-35.849705,-32.732339,-34.291022,-35.849705,-37.408388,-28.056291,-32.732339,-29.614974,-24.938925,-24.938925,-21.821559
3.05,-6.234731,-6.234731,-10.91078,-10.91078,-9.352097,-21.821559,-21.821559,-29.614974,-23.380242,-35.849705,-34.291022,-32.732339,-32.732339,-34.291022,-40.525753,-45.201802,-45.201802,-42.084436,-37.408388,-40.525753,-40.525753,-46.760485,-42.084436,-38.96707,-40.525753,-46.760485,-40.525753,-40.525753,-37.408388,-35.849705,-34.291022,-32.732339,-34.291022,-38.96707,-38.96707,-35.849705,-43.643119,-37.408388
3.1,9.352097,9.352097,10.91078,6.234731,-1.558683,-6.234731,1.558683,-21.821559,-18.704194,-20.262877,-23.380242,-26.497608,-26.497608,-28.056291,-29.614974,-32.732339,-32.732339,-34.291022,-26.497608,-28.056291,-32.732339,-31.173656,-29.614974,-31.173656,-37.408388,-35.849705,-32.732339,-37.408388,-43.643119,-43.643119,-38.96707,-40.525753,-37.408388,-34.291022,-35.849705,-38.96707,-40.525753,-40.525753
3.15,40.525753,38.96707,37.408388,35.849705,17.145511,17.145511,24.938925,10.91078,7.793414,6.234731,-1.558683,-1.558683,-6.234731,-14.028145,-15.586828,-14.028145,-18.704194,-17.145511,-18.704194,-21.821559,-21.821559,-21.821559,-21.821559,-26.497608,-29.614974,-32.732339,-35.849705,-35.849705,-35.849705,-34.291022,-35.849705,-35.849705,-32.732339,-34.291022,-32.732339,-35.849705,-32.732339,-29.614974
